"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"4340","-","-","-","-","-","-","-","v Australia","Auckland","30 Jan 2017","ODI # 3829","Ross Taylor",38699
"4341","-","-","-","-","-","-","-","v Australia","Hamilton","5 Feb 2017","ODI # 3832","Ross Taylor",38699
"4342","-","-","-","-","-","-","-","v South Africa","Hamilton","19 Feb 2017","ODI # 3836","Ross Taylor",38699
"4343","-","-","-","-","-","-","-","v South Africa","Christchurch","22 Feb 2017","ODI # 3839","Ross Taylor",38699
"4344","-","-","-","-","-","-","-","v South Africa","Wellington","25 Feb 2017","ODI # 3841","Ross Taylor",38699
"4345","-","-","-","-","-","-","-","v South Africa","Hamilton","1 Mar 2017","ODI # 3843","Ross Taylor",38699
"4346","-","-","-","-","-","-","-","v South Africa","Auckland","4 Mar 2017","ODI # 3846","Ross Taylor",38699
"4347","-","-","-","-","-","-","-","v Ireland","Dublin (Malahide)","14 May 2017","ODI # 3867","Ross Taylor",38699
"4348","-","-","-","-","-","-","-","v Bangladesh","Dublin","17 May 2017","ODI # 3868","Ross Taylor",38699
"4349","-","-","-","-","-","-","-","v Ireland","Dublin (Malahide)","21 May 2017","ODI # 3870","Ross Taylor",38699
"4350","-","-","-","-","-","-","-","v Bangladesh","Dublin","24 May 2017","ODI # 3871","Ross Taylor",38699
"4351","-","-","-","-","-","-","-","v Australia","Birmingham","2 Jun 2017","ODI # 3876","Ross Taylor",38699
"4352","-","-","-","-","-","-","-","v England","Cardiff","6 Jun 2017","ODI # 3880","Ross Taylor",38699
"4353","-","-","-","-","-","-","-","v Bangladesh","Cardiff","9 Jun 2017","ODI # 3883","Ross Taylor",38699
"4354","-","-","-","-","-","-","-","v India","Mumbai","22 Oct 2017","ODI # 3928","Ross Taylor",38699
"4355","-","-","-","-","-","-","-","v India","Pune","25 Oct 2017","ODI # 3931","Ross Taylor",38699
"4356","-","-","-","-","-","-","-","v India","Kanpur","29 Oct 2017","ODI # 3932","Ross Taylor",38699
"4357","-","-","-","-","-","-","-","v West Indies","Whangarei","20 Dec 2017","ODI # 3943","Ross Taylor",38699
"4358","-","-","-","-","-","-","-","v West Indies","Christchurch","23 Dec 2017","ODI # 3944","Ross Taylor",38699
"4359","-","-","-","-","-","-","-","v West Indies","Christchurch","26 Dec 2017","ODI # 3945","Ross Taylor",38699
"4360","-","-","-","-","-","-","-","v Pakistan","Wellington","6 Jan 2018","ODI # 3946","Ross Taylor",38699
"4361","-","-","-","-","-","-","-","v Pakistan","Nelson","9 Jan 2018","ODI # 3947","Ross Taylor",38699
"4362","-","-","-","-","-","-","-","v Pakistan","Dunedin","13 Jan 2018","ODI # 3949","Ross Taylor",38699
"4363","-","-","-","-","-","-","-","v Pakistan","Hamilton","16 Jan 2018","ODI # 3953","Ross Taylor",38699
"4364","-","-","-","-","-","-","-","v Pakistan","Wellington","19 Jan 2018","ODI # 3957","Ross Taylor",38699
"4365","-","-","-","-","-","-","-","v England","Hamilton","25 Feb 2018","ODI # 3980","Ross Taylor",38699
"4366","-","-","-","-","-","-","-","v England","Mount Maunganui","28 Feb 2018","ODI # 3981","Ross Taylor",38699
"4367","-","-","-","-","-","-","-","v England","Dunedin","7 Mar 2018","ODI # 3989","Ross Taylor",38699
"4368","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","7 Nov 2018","ODI # 4066","Ross Taylor",38699
"4369","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","9 Nov 2018","ODI # 4068","Ross Taylor",38699
"4370","-","-","-","-","-","-","-","v Pakistan","Dubai (DSC)","11 Nov 2018","ODI # 4070","Ross Taylor",38699
"4371","-","-","-","-","-","-","-","v Sri Lanka","Mount Maunganui","3 Jan 2019","ODI # 4074","Ross Taylor",38699
"4372","-","-","-","-","-","-","-","v Sri Lanka","Mount Maunganui","5 Jan 2019","ODI # 4075","Ross Taylor",38699
"4373","-","-","-","-","-","-","-","v Sri Lanka","Nelson","8 Jan 2019","ODI # 4076","Ross Taylor",38699
"4374","-","-","-","-","-","-","-","v India","Napier","23 Jan 2019","ODI # 4082","Ross Taylor",38699
"4375","-","-","-","-","-","-","-","v India","Mount Maunganui","26 Jan 2019","ODI # 4085","Ross Taylor",38699
"4376","-","-","-","-","-","-","-","v India","Mount Maunganui","28 Jan 2019","ODI # 4088","Ross Taylor",38699
"4377","-","-","-","-","-","-","-","v India","Hamilton","31 Jan 2019","ODI # 4091","Ross Taylor",38699
"4378","-","-","-","-","-","-","-","v India","Wellington","3 Feb 2019","ODI # 4092","Ross Taylor",38699
"4379","-","-","-","-","-","-","-","v Bangladesh","Napier","13 Feb 2019","ODI # 4093","Ross Taylor",38699
"4380","-","-","-","-","-","-","-","v Bangladesh","Christchurch","16 Feb 2019","ODI # 4094","Ross Taylor",38699
"4381","-","-","-","-","-","-","-","v Bangladesh","Dunedin","20 Feb 2019","ODI # 4095","Ross Taylor",38699
"4382","10.0","1","65","0","6.50","-","-","v Zimbabwe","Harare","2 Aug 2015","ODI # 3673","Ish Sodhi",559066
"4383","10.0","0","38","3","3.80","12.66","20.0","v Zimbabwe","Harare","4 Aug 2015","ODI # 3674","Ish Sodhi",559066
"4384","10.0","0","47","2","4.70","23.50","30.0","v Zimbabwe","Harare","7 Aug 2015","ODI # 3675","Ish Sodhi",559066
"4385","10.0","1","55","0","5.50","-","-","v South Africa","Centurion","19 Aug 2015","ODI # 3676","Ish Sodhi",559066
"4386","10.0","0","59","1","5.90","59.00","60.0","v South Africa","Potchefstroom","23 Aug 2015","ODI # 3677","Ish Sodhi",559066
"4387","8.0","0","55","0","6.87","-","-","v South Africa","Durban","26 Aug 2015","ODI # 3678","Ish Sodhi",559066
"4388","3.0","0","12","1","4.00","12.00","18.0","v Sri Lanka","Christchurch","28 Dec 2015","ODI # 3715","Ish Sodhi",559066
"4389","-","-","-","-","-","-","-","v Sri Lanka","Nelson","2 Jan 2016","ODI # 3718","Ish Sodhi",559066
"4390","9.0","0","55","0","6.11","-","-","v Sri Lanka","Mount Maunganui","5 Jan 2016","ODI # 3721","Ish Sodhi",559066
"4391","8.0","0","31","2","3.87","15.50","24.0","v Australia","Hamilton","8 Feb 2016","ODI # 3735","Ish Sodhi",559066
"4392","4.1","0","34","1","8.16","34.00","25.0","v India","Dharamsala","16 Oct 2016","ODI # 3796","Ish Sodhi",559066
"4393","10.0","1","52","1","5.20","52.00","60.0","v India","Ranchi","26 Oct 2016","ODI # 3799","Ish Sodhi",559066
"4394","10.0","0","66","2","6.60","33.00","30.0","v India","Visakhapatnam","29 Oct 2016","ODI # 3800","Ish Sodhi",559066
"4395","7.0","0","36","1","5.14","36.00","42.0","v South Africa","Hamilton","19 Feb 2017","ODI # 3836","Ish Sodhi",559066
"4396","10.0","0","63","1","6.30","63.00","60.0","v South Africa","Christchurch","22 Feb 2017","ODI # 3839","Ish Sodhi",559066
"4397","8.0","0","40","1","5.00","40.00","48.0","v Ireland","Dublin (Malahide)","14 May 2017","ODI # 3867","Ish Sodhi",559066
"4398","10.0","1","40","2","4.00","20.00","30.0","v Bangladesh","Dublin","17 May 2017","ODI # 3868","Ish Sodhi",559066
"4399","7.3","0","25","1","3.33","25.00","45.0","v Ireland","Dublin (Malahide)","21 May 2017","ODI # 3870","Ish Sodhi",559066
"4400","10.0","0","63","2","6.30","31.50","30.0","v England","Hamilton","25 Feb 2018","ODI # 3980","Ish Sodhi",559066
"4401","10.0","0","53","3","5.30","17.66","20.0","v England","Wellington","3 Mar 2018","ODI # 3982","Ish Sodhi",559066
"4402","10.0","1","58","4","5.80","14.50","15.0","v England","Dunedin","7 Mar 2018","ODI # 3989","Ish Sodhi",559066
"4403","7.4","0","78","1","10.17","78.00","46.0","v England","Christchurch","10 Mar 2018","ODI # 3992","Ish Sodhi",559066
"4404","9.0","0","54","1","6.00","54.00","54.0","v Pakistan","Abu Dhabi","7 Nov 2018","ODI # 4066","Ish Sodhi",559066
"4405","6.0","2","21","1","3.50","21.00","36.0","v Pakistan","Abu Dhabi","9 Nov 2018","ODI # 4068","Ish Sodhi",559066
"4406","9.0","1","51","0","5.66","-","-","v Pakistan","Dubai (DSC)","11 Nov 2018","ODI # 4070","Ish Sodhi",559066
"4407","10.0","0","53","2","5.30","26.50","30.0","v Sri Lanka","Mount Maunganui","3 Jan 2019","ODI # 4074","Ish Sodhi",559066
"4408","10.0","1","55","3","5.50","18.33","20.0","v Sri Lanka","Mount Maunganui","5 Jan 2019","ODI # 4075","Ish Sodhi",559066
"4409","8.4","0","40","3","4.61","13.33","17.3","v Sri Lanka","Nelson","8 Jan 2019","ODI # 4076","Ish Sodhi",559066
"4410","10.0","0","43","0","4.30","-","-","v India","Mount Maunganui","26 Jan 2019","ODI # 4085","Ish Sodhi",559066
"4411","7.0","0","53","0","7.57","-","-","v India","Mount Maunganui","28 Jan 2019","ODI # 4088","Ish Sodhi",559066
"4412","8.0","0","64","1","8.00","64.00","48.0","v England","Birmingham","9 Jun 2015","ODI # 3654","Mitchell Santner",502714
"4413","7.0","0","73","2","10.42","36.50","21.0","v England","The Oval","12 Jun 2015","ODI # 3655","Mitchell Santner",502714
"4414","5.0","0","30","1","6.00","30.00","30.0","v England","Southampton","14 Jun 2015","ODI # 3656","Mitchell Santner",502714
"4415","4.0","0","32","0","8.00","-","-","v England","Nottingham","17 Jun 2015","ODI # 3657","Mitchell Santner",502714
"4416","6.0","0","31","3","5.16","10.33","12.0","v England","Chester-le-Street","20 Jun 2015","ODI # 3659","Mitchell Santner",502714
"4417","8.0","0","32","0","4.00","-","-","v Sri Lanka","Christchurch","26 Dec 2015","ODI # 3714","Mitchell Santner",502714
"4418","1.0","0","5","0","5.00","-","-","v Sri Lanka","Christchurch","28 Dec 2015","ODI # 3715","Mitchell Santner",502714
"4419","10.0","0","59","0","5.90","-","-","v Sri Lanka","Nelson","31 Dec 2015","ODI # 3717","Mitchell Santner",502714
"4420","-","-","-","-","-","-","-","v Sri Lanka","Nelson","2 Jan 2016","ODI # 3718","Mitchell Santner",502714
"4421","9.0","1","54","1","6.00","54.00","54.0","v Sri Lanka","Mount Maunganui","5 Jan 2016","ODI # 3721","Mitchell Santner",502714
"4422","8.0","0","36","1","4.50","36.00","48.0","v Pakistan","Wellington","25 Jan 2016","ODI # 3728","Mitchell Santner",502714
"4423","5.0","0","56","1","11.20","56.00","30.0","v Pakistan","Auckland","31 Jan 2016","ODI # 3730","Mitchell Santner",502714
"4424","0.2","0","0","2","0.00","0.00","1.0","v Australia","Auckland","3 Feb 2016","ODI # 3731","Mitchell Santner",502714
"4425","10.0","0","47","3","4.70","15.66","20.0","v Australia","Wellington","6 Feb 2016","ODI # 3733","Mitchell Santner",502714
"4426","6.0","0","18","0","3.00","-","-","v India","Dharamsala","16 Oct 2016","ODI # 3796","Mitchell Santner",502714
"4427","10.0","0","49","1","4.90","49.00","60.0","v India","Delhi","20 Oct 2016","ODI # 3797","Mitchell Santner",502714
"4428","10.0","0","43","0","4.30","-","-","v India","Mohali","23 Oct 2016","ODI # 3798","Mitchell Santner",502714
"4429","10.0","0","38","1","3.80","38.00","60.0","v India","Ranchi","26 Oct 2016","ODI # 3799","Mitchell Santner",502714
"4430","10.0","0","36","1","3.60","36.00","60.0","v India","Visakhapatnam","29 Oct 2016","ODI # 3800","Mitchell Santner",502714
"4431","9.0","0","40","0","4.44","-","-","v Australia","Sydney","4 Dec 2016","ODI # 3811","Mitchell Santner",502714
"4432","10.0","0","47","1","4.70","47.00","60.0","v Australia","Canberra","6 Dec 2016","ODI # 3812","Mitchell Santner",502714
"4433","9.0","0","43","2","4.77","21.50","27.0","v Australia","Melbourne","9 Dec 2016","ODI # 3813","Mitchell Santner",502714
"4434","10.0","0","61","1","6.10","61.00","60.0","v Bangladesh","Christchurch","26 Dec 2016","ODI # 3814","Mitchell Santner",502714
"4435","8.0","1","20","1","2.50","20.00","48.0","v Bangladesh","Nelson","29 Dec 2016","ODI # 3815","Mitchell Santner",502714
"4436","10.0","0","38","2","3.80","19.00","30.0","v Bangladesh","Nelson","31 Dec 2016","ODI # 3816","Mitchell Santner",502714
"4437","10.0","1","44","3","4.40","14.66","20.0","v Australia","Auckland","30 Jan 2017","ODI # 3829","Mitchell Santner",502714
"4438","10.0","0","50","2","5.00","25.00","30.0","v Australia","Hamilton","5 Feb 2017","ODI # 3832","Mitchell Santner",502714
"4439","7.0","0","33","1","4.71","33.00","42.0","v South Africa","Hamilton","19 Feb 2017","ODI # 3836","Mitchell Santner",502714
"4440","10.0","0","46","2","4.60","23.00","30.0","v South Africa","Christchurch","22 Feb 2017","ODI # 3839","Mitchell Santner",502714
"4441","10.0","0","45","1","4.50","45.00","60.0","v South Africa","Wellington","25 Feb 2017","ODI # 3841","Mitchell Santner",502714
"4442","10.0","0","40","1","4.00","40.00","60.0","v South Africa","Hamilton","1 Mar 2017","ODI # 3843","Mitchell Santner",502714
"4443","2.0","0","9","0","4.50","-","-","v South Africa","Auckland","4 Mar 2017","ODI # 3846","Mitchell Santner",502714
"4444","10.0","0","50","5","5.00","10.00","12.0","v Ireland","Dublin (Malahide)","14 May 2017","ODI # 3867","Mitchell Santner",502714
"4445","10.0","1","36","1","3.60","36.00","60.0","v Bangladesh","Dublin","17 May 2017","ODI # 3868","Mitchell Santner",502714
"4446","7.0","0","27","1","3.85","27.00","42.0","v Ireland","Dublin (Malahide)","21 May 2017","ODI # 3870","Mitchell Santner",502714
"4447","10.0","0","53","1","5.30","53.00","60.0","v Bangladesh","Dublin","24 May 2017","ODI # 3871","Mitchell Santner",502714
"4448","-","-","-","-","-","-","-","v Australia","Birmingham","2 Jun 2017","ODI # 3876","Mitchell Santner",502714
"4449","8.0","0","54","1","6.75","54.00","48.0","v England","Cardiff","6 Jun 2017","ODI # 3880","Mitchell Santner",502714
"4450","10.0","0","47","0","4.70","-","-","v Bangladesh","Cardiff","9 Jun 2017","ODI # 3883","Mitchell Santner",502714
"4451","10.0","0","41","1","4.10","41.00","60.0","v India","Mumbai","22 Oct 2017","ODI # 3928","Mitchell Santner",502714
"4452","10.0","0","38","1","3.80","38.00","60.0","v India","Pune","25 Oct 2017","ODI # 3931","Mitchell Santner",502714
"4453","10.0","0","58","2","5.80","29.00","30.0","v India","Kanpur","29 Oct 2017","ODI # 3932","Mitchell Santner",502714
"4454","5.0","0","15","3","3.00","5.00","10.0","v West Indies","Christchurch","26 Dec 2017","ODI # 3945","Mitchell Santner",502714
"4455","6.0","1","39","0","6.50","-","-","v Pakistan","Wellington","6 Jan 2018","ODI # 3946","Mitchell Santner",502714
"4456","10.0","1","34","1","3.40","34.00","60.0","v Pakistan","Nelson","9 Jan 2018","ODI # 3947","Mitchell Santner",502714
"4457","-","-","-","-","-","-","-","v Pakistan","Dunedin","13 Jan 2018","ODI # 3949","Mitchell Santner",502714
"4458","10.0","0","43","1","4.30","43.00","60.0","v Pakistan","Hamilton","16 Jan 2018","ODI # 3953","Mitchell Santner",502714
"4459","10.0","0","40","3","4.00","13.33","20.0","v Pakistan","Wellington","19 Jan 2018","ODI # 3957","Mitchell Santner",502714
"4460","10.0","0","54","2","5.40","27.00","30.0","v England","Hamilton","25 Feb 2018","ODI # 3980","Mitchell Santner",502714
"4461","7.5","0","40","0","5.10","-","-","v England","Mount Maunganui","28 Feb 2018","ODI # 3981","Mitchell Santner",502714
"4462","2.0","0","12","0","6.00","-","-","v England","Wellington","3 Mar 2018","ODI # 3982","Mitchell Santner",502714
"4463","10.0","0","57","0","5.70","-","-","v England","Dunedin","7 Mar 2018","ODI # 3989","Mitchell Santner",502714
"4464","10.0","0","44","1","4.40","44.00","60.0","v England","Christchurch","10 Mar 2018","ODI # 3992","Mitchell Santner",502714
"4465","7.0","0","32","0","4.57","-","-","v India","Napier","23 Jan 2019","ODI # 4082","Mitchell Santner",502714
"4466","10.0","0","45","1","4.50","45.00","60.0","v India","Mount Maunganui","28 Jan 2019","ODI # 4088","Mitchell Santner",502714
"4467","-","-","-","-","-","-","-","v India","Hamilton","31 Jan 2019","ODI # 4091","Mitchell Santner",502714
"4468","3.0","0","18","0","6.00","-","-","v India","Wellington","3 Feb 2019","ODI # 4092","Mitchell Santner",502714
"4469","8.0","0","45","3","5.62","15.00","16.0","v Bangladesh","Napier","13 Feb 2019","ODI # 4093","Mitchell Santner",502714
"4470","10.0","2","46","0","4.60","-","-","v Bangladesh","Dunedin","20 Feb 2019","ODI # 4095","Mitchell Santner",502714
"4471","-","-","-","-","-","-","-","v Sri Lanka","Christchurch","26 Dec 2015","ODI # 3714","Henry Nicholls",539511
"4472","-","-","-","-","-","-","-","v Sri Lanka","Christchurch","28 Dec 2015","ODI # 3715","Henry Nicholls",539511
"4473","-","-","-","-","-","-","-","v Sri Lanka","Nelson","31 Dec 2015","ODI # 3717","Henry Nicholls",539511
"4474","-","-","-","-","-","-","-","v Sri Lanka","Nelson","2 Jan 2016","ODI # 3718","Henry Nicholls",539511
"4475","-","-","-","-","-","-","-","v Sri Lanka","Mount Maunganui","5 Jan 2016","ODI # 3721","Henry Nicholls",539511
"4476","-","-","-","-","-","-","-","v Pakistan","Wellington","25 Jan 2016","ODI # 3728","Henry Nicholls",539511
"4477","-","-","-","-","-","-","-","v Pakistan","Auckland","31 Jan 2016","ODI # 3730","Henry Nicholls",539511
"4478","-","-","-","-","-","-","-","v Australia","Auckland","3 Feb 2016","ODI # 3731","Henry Nicholls",539511
"4479","-","-","-","-","-","-","-","v Australia","Wellington","6 Feb 2016","ODI # 3733","Henry Nicholls",539511
"4480","-","-","-","-","-","-","-","v Australia","Hamilton","8 Feb 2016","ODI # 3735","Henry Nicholls",539511
"4481","-","-","-","-","-","-","-","v Australia","Melbourne","9 Dec 2016","ODI # 3813","Henry Nicholls",539511
"4482","-","-","-","-","-","-","-","v India","Mumbai","22 Oct 2017","ODI # 3928","Henry Nicholls",539511
"4483","-","-","-","-","-","-","-","v India","Pune","25 Oct 2017","ODI # 3931","Henry Nicholls",539511
"4484","-","-","-","-","-","-","-","v India","Kanpur","29 Oct 2017","ODI # 3932","Henry Nicholls",539511
"4485","-","-","-","-","-","-","-","v West Indies","Whangarei","20 Dec 2017","ODI # 3943","Henry Nicholls",539511
"4486","-","-","-","-","-","-","-","v West Indies","Christchurch","23 Dec 2017","ODI # 3944","Henry Nicholls",539511
"4487","-","-","-","-","-","-","-","v West Indies","Christchurch","26 Dec 2017","ODI # 3945","Henry Nicholls",539511
"4488","-","-","-","-","-","-","-","v Pakistan","Wellington","6 Jan 2018","ODI # 3946","Henry Nicholls",539511
"4489","-","-","-","-","-","-","-","v Pakistan","Nelson","9 Jan 2018","ODI # 3947","Henry Nicholls",539511
"4490","-","-","-","-","-","-","-","v Pakistan","Dunedin","13 Jan 2018","ODI # 3949","Henry Nicholls",539511
"4491","-","-","-","-","-","-","-","v Pakistan","Hamilton","16 Jan 2018","ODI # 3953","Henry Nicholls",539511
"4492","-","-","-","-","-","-","-","v Pakistan","Wellington","19 Jan 2018","ODI # 3957","Henry Nicholls",539511
"4493","-","-","-","-","-","-","-","v England","Hamilton","25 Feb 2018","ODI # 3980","Henry Nicholls",539511
"4494","-","-","-","-","-","-","-","v England","Mount Maunganui","28 Feb 2018","ODI # 3981","Henry Nicholls",539511
"4495","-","-","-","-","-","-","-","v England","Wellington","3 Mar 2018","ODI # 3982","Henry Nicholls",539511
"4496","-","-","-","-","-","-","-","v England","Dunedin","7 Mar 2018","ODI # 3989","Henry Nicholls",539511
"4497","-","-","-","-","-","-","-","v England","Christchurch","10 Mar 2018","ODI # 3992","Henry Nicholls",539511
"4498","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","7 Nov 2018","ODI # 4066","Henry Nicholls",539511
"4499","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","9 Nov 2018","ODI # 4068","Henry Nicholls",539511
"4500","-","-","-","-","-","-","-","v Pakistan","Dubai (DSC)","11 Nov 2018","ODI # 4070","Henry Nicholls",539511
"4501","-","-","-","-","-","-","-","v Sri Lanka","Mount Maunganui","3 Jan 2019","ODI # 4074","Henry Nicholls",539511
"4502","-","-","-","-","-","-","-","v Sri Lanka","Mount Maunganui","5 Jan 2019","ODI # 4075","Henry Nicholls",539511
"4503","-","-","-","-","-","-","-","v Sri Lanka","Nelson","8 Jan 2019","ODI # 4076","Henry Nicholls",539511
"4504","-","-","-","-","-","-","-","v India","Napier","23 Jan 2019","ODI # 4082","Henry Nicholls",539511
"4505","-","-","-","-","-","-","-","v India","Mount Maunganui","26 Jan 2019","ODI # 4085","Henry Nicholls",539511
"4506","-","-","-","-","-","-","-","v India","Mount Maunganui","28 Jan 2019","ODI # 4088","Henry Nicholls",539511
